"zip","type","primary_city","state","county","latitude","longitude","population"
"18934","STANDARD","Mechanicsville","PA","Bucks County",40.34,-75.07,337
"18936","STANDARD","Montgomeryville","PA","Montgomery County",40.24,-75.24,365
"18938","STANDARD","New Hope","PA","Bucks County",40.36,-74.95,13335
"18940","STANDARD","Newtown","PA","Bucks County",40.22,-74.93,31019
"18942","STANDARD","Ottsville","PA","Bucks County",40.46,-75.15,2927
"18944","STANDARD","Perkasie","PA","Bucks County",40.37,-75.29,23258
"18947","STANDARD","Pipersville","PA","Bucks County",40.43,-75.1,5913
"18951","STANDARD","Quakertown","PA","Bucks County",40.43,-75.34,33151
"18954","STANDARD","Richboro","PA","Bucks County",40.22,-75,11555
"18955","STANDARD","Richlandtown","PA","Bucks County",40.47,-75.32,1508
"18960","STANDARD","Sellersville","PA","Bucks County",40.36,-75.3,12505
"18964","STANDARD","Souderton","PA","Montgomery County",40.31,-75.32,13190
"18966","STANDARD","Southampton","PA","Bucks County",40.18,-75,42010
"18969","STANDARD","Telford","PA","Montgomery County",40.32,-75.32,15086
"18972","STANDARD","Upper Black Eddy","PA","Bucks County",40.53,-75.12,2923
"18974","STANDARD","Warminster","PA","Bucks County",40.21,-75.07,41216
"18976","STANDARD","Warrington","PA","Bucks County",40.25,-75.14,19783
"18977","STANDARD","Washington Crossing","PA","Bucks County",40.28,-74.87,4653
"19001","STANDARD","Abington","PA","Montgomery County",40.12,-75.12,17004
"19002","STANDARD","Ambler","PA","Montgomery County",40.15,-75.22,33077
"19003","STANDARD","Ardmore","PA","Delaware County",40,-75.29,11824
"19004","STANDARD","Bala Cynwyd","PA","Montgomery County",40.01,-75.22,10521
"19006","STANDARD","Huntingdon Valley","PA","Montgomery County",40.13,-75.06,21928
"19007","STANDARD","Bristol","PA","Bucks County",40.1,-74.85,20020
"19008","STANDARD","Broomall","PA","Delaware County",39.96,-75.35,21095
"19010","STANDARD","Bryn Mawr","PA","Delaware County",40.02,-75.31,18197
"19012","STANDARD","Cheltenham","PA","Montgomery County",40.05,-75.1,6984
"19013","STANDARD","Chester","PA","Delaware County",39.84,-75.37,25937
"19014","STANDARD","Aston","PA","Delaware County",39.86,-75.43,20644
"19015","STANDARD","Brookhaven","PA","Delaware County",39.87,-75.39,15079
"19018","STANDARD","Clifton Heights","PA","Delaware County",39.92,-75.29,22018
"19020","STANDARD","Bensalem","PA","Bucks County",40.1,-74.93,52515
"19021","STANDARD","Croydon","PA","Bucks County",40.09,-74.89,9827
"19022","STANDARD","Crum Lynne","PA","Delaware County",39.86,-75.33,3245
"19023","STANDARD","Darby","PA","Delaware County",39.92,-75.26,18720
"19025","STANDARD","Dresher","PA","Montgomery County",40.14,-75.16,6417
"19026","STANDARD","Drexel Hill","PA","Delaware County",39.94,-75.3,30635
"19027","STANDARD","Elkins Park","PA","Montgomery County",40.07,-75.12,18949
"19029","STANDARD","Essington","PA","Delaware County",39.86,-75.28,3838
"19030","STANDARD","Fairless Hills","PA","Bucks County",40.17,-74.85,12644
"19031","STANDARD","Flourtown","PA","Montgomery County",40.1,-75.2,4521
"19032","STANDARD","Folcroft","PA","Delaware County",39.88,-75.27,5980
"19033","STANDARD","Folsom","PA","Delaware County",39.89,-75.32,7674
"19034","STANDARD","Fort Washington","PA","Montgomery County",40.13,-75.19,7066
"19035","STANDARD","Gladwyne","PA","Montgomery County",40.04,-75.28,4263
"19036","STANDARD","Glenolden","PA","Delaware County",39.89,-75.29,12573
"19038","STANDARD","Glenside","PA","Montgomery County",40.1,-75.15,30579
"19040","STANDARD","Hatboro","PA","Montgomery County",40.17,-75.1,20942
"19041","STANDARD","Haverford","PA","Delaware County",40,-75.31,5456
"19043","STANDARD","Holmes","PA","Delaware County",39.9,-75.3,2788
"19044","STANDARD","Horsham","PA","Montgomery County",40.18,-75.13,16151
"19046","STANDARD","Jenkintown","PA","Montgomery County",40.09,-75.12,19604
"19047","STANDARD","Langhorne","PA","Bucks County",40.17,-74.91,35215
"19050","STANDARD","Lansdowne","PA","Delaware County",39.94,-75.27,26315
"19053","STANDARD","Feasterville Trevose","PA","Bucks County",40.14,-74.98,27059
"19054","STANDARD","Levittown","PA","Bucks County",40.15,-74.85,17268
"19055","STANDARD","Levittown","PA","Bucks County",40.15,-74.85,13384
"19056","STANDARD","Levittown","PA","Bucks County",40.15,-74.85,15462
"19057","STANDARD","Levittown","PA","Bucks County",40.15,-74.85,16657
"19060","STANDARD","Garnet Valley","PA","Delaware County",39.84,-75.49,10656
"19061","STANDARD","Marcus Hook","PA","Delaware County",39.81,-75.41,29899
"19063","STANDARD","Media","PA","Delaware County",39.91,-75.38,34653
"19064","STANDARD","Springfield","PA","Delaware County",39.93,-75.34,25686
"19066","STANDARD","Merion Station","PA","Montgomery County",40,-75.24,5912
"19067","STANDARD","Morrisville","PA","Bucks County",40.2,-74.78,54243
"19070","STANDARD","Morton","PA","Delaware County",39.91,-75.32,7373
"19072","STANDARD","Narberth","PA","Montgomery County",40,-75.26,9911
"19073","STANDARD","Newtown Square","PA","Delaware County",39.97,-75.43,18632
"19074","STANDARD","Norwood","PA","Delaware County",39.88,-75.29,5919
"19075","STANDARD","Oreland","PA","Montgomery County",40.11,-75.18,7401
"19076","STANDARD","Prospect Park","PA","Delaware County",39.88,-75.3,6268
"19078","STANDARD","Ridley Park","PA","Delaware County",39.87,-75.32,11317
"19079","STANDARD","Sharon Hill","PA","Delaware County",39.9,-75.26,8410
"19081","STANDARD","Swarthmore","PA","Delaware County",39.9,-75.34,9425
"19082","STANDARD","Upper Darby","PA","Delaware County",39.96,-75.27,35473
"19083","STANDARD","Havertown","PA","Delaware County",39.97,-75.31,37106
"19085","STANDARD","Villanova","PA","Delaware County",40.03,-75.35,6239
"19086","STANDARD","Wallingford","PA","Delaware County",39.89,-75.37,12075
"19087","STANDARD","Wayne","PA","Chester County",40.06,-75.4,30902
"19090","STANDARD","Willow Grove","PA","Montgomery County",40.14,-75.11,18877
"19094","STANDARD","Woodlyn","PA","Delaware County",39.87,-75.34,4061
"19095","STANDARD","Wyncote","PA","Montgomery County",40.09,-75.14,5512
"19096","STANDARD","Wynnewood","PA","Montgomery County",39.99,-75.27,14360
"19102","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,2977
"19103","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,15614
"19104","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,20455
"19106","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,7500
"19107","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,7221
"19109","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,140
"19110","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,64
"19111","STANDARD","Philadelphia","PA","Philadelphia County",40.06,-75.07,52042
"19112","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,119
"19114","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,27337
"19115","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,28775
"19116","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,27854
"19118","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,8182
"19119","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,23206
"19120","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,55819
"19121","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,21947
"19122","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,11046
"19123","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,7385
"19124","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,51564
"19125","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,16077
"19126","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,13302
"19127","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,3448
"19128","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,29530
"19129","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,7310
"19130","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,16277
"19131","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,30812
"19132","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,27585
"19133","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,18413
"19134","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,41754
"19135","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,26172
"19136","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,28226
"19137","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,7053
"19138","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,27294
"19139","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,30002
"19140","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,40392
"19141","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,24472
"19142","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,24175
"19143","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,50311
"19144","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,31735
"19145","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,35908
"19146","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,23955
"19147","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,24746
"19148","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,36505
"19149","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,44506
"19150","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,21606
"19151","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,26021
"19152","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,27314
"19153","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,9951
"19154","STANDARD","Philadelphia","PA","Philadelphia County",39.95,-75.16,31831
"19193","UNIQUE","Philadelphia","PA","Philadelphia County",39.95,-75.16,15
"19255","UNIQUE","Philadelphia","PA","Philadelphia County",39.95,-75.16,143
"19301","STANDARD","Paoli","PA","Chester County",40.04,-75.49,7085
"19310","STANDARD","Atglen","PA","Chester County",39.94,-75.97,2932
"19311","STANDARD","Avondale","PA","Chester County",39.82,-75.78,9571
"19312","STANDARD","Berwyn","PA","Chester County",40.03,-75.44,12566
"19317","STANDARD","Chadds Ford","PA","Delaware County",39.86,-75.59,10281
"19319","STANDARD","Cheyney","PA","Delaware County",39.92,-75.52,360
"19320","STANDARD","Coatesville","PA","Chester County",39.98,-75.81,44385
"19330","STANDARD","Cochranville","PA","Chester County",39.87,-75.92,5156
"19333","STANDARD","Devon","PA","Chester County",40.04,-75.42,6841
"19335","STANDARD","Downingtown","PA","Chester County",40,-75.7,47571
"19341","STANDARD","Exton","PA","Chester County",40.03,-75.63,17309
"19342","STANDARD","Glen Mills","PA","Delaware County",39.89,-75.5,15663
"19343","STANDARD","Glenmoore","PA","Chester County",40.09,-75.77,8355
"19344","STANDARD","Honey Brook","PA","Chester County",40.09,-75.91,11261
"19348","STANDARD","Kennett Square","PA","Chester County",39.84,-75.71,22890
"19350","STANDARD","Landenberg","PA","Chester County",39.76,-75.78,11710
"19352","STANDARD","Lincoln University","PA","Chester County",39.78,-75.88,8813
"19355","STANDARD","Malvern","PA","Chester County",40.03,-75.51,25157
"19362","STANDARD","Nottingham","PA","Chester County",39.74,-76.04,5851
"19363","STANDARD","Oxford","PA","Chester County",39.78,-75.98,15984
"19365","STANDARD","Parkesburg","PA","Chester County",39.95,-75.91,7033
"19372","STANDARD","Thorndale","PA","Chester County",39.99,-75.75,2606
"19373","STANDARD","Thornton","PA","Delaware County",39.89,-75.53,2901
"19374","STANDARD","Toughkenamon","PA","Chester County",39.83,-75.75,1968
"19380","STANDARD","West Chester","PA","Chester County",39.95,-75.6,49514
"19382","STANDARD","West Chester","PA","Chester County",39.95,-75.6,46918
"19383","UNIQUE","West Chester","PA","Chester County",39.95,-75.6,55
"19390","STANDARD","West Grove","PA","Chester County",39.82,-75.82,13540
"19401","STANDARD","Norristown","PA","Montgomery County",40.12,-75.33,32180
"19403","STANDARD","Norristown","PA","Montgomery County",40.12,-75.33,40569
"19405","STANDARD","Bridgeport","PA","Montgomery County",40.1,-75.34,4515
"19406","STANDARD","King Of Prussia","PA","Montgomery County",40.09,-75.38,21694
"19422","STANDARD","Blue Bell","PA","Montgomery County",40.14,-75.26,19297
"19425","STANDARD","Chester Springs","PA","Chester County",40.1,-75.64,11749
"19426","STANDARD","Collegeville","PA","Montgomery County",40.18,-75.45,35216
"19428","STANDARD","Conshohocken","PA","Montgomery County",40.07,-75.3,15229
"19435","STANDARD","Frederick","PA","Montgomery County",40.3,-75.53,586
"19436","STANDARD","Gwynedd","PA","Montgomery County",40.2,-75.24,664
"19438","STANDARD","Harleysville","PA","Montgomery County",40.27,-75.38,23045
"19440","STANDARD","Hatfield","PA","Montgomery County",40.27,-75.29,18884
"19444","STANDARD","Lafayette Hill","PA","Montgomery County",40.08,-75.25,10637
"19446","STANDARD","Lansdale","PA","Montgomery County",40.24,-75.28,53277
"19453","STANDARD","Mont Clare","PA","Montgomery County",40.13,-75.49,1203
"19454","STANDARD","North Wales","PA","Montgomery County",40.21,-75.27,27126
"19460","STANDARD","Phoenixville","PA","Chester County",40.13,-75.51,34802
"19462","STANDARD","Plymouth Meeting","PA","Montgomery County",40.1,-75.28,14807
"19464","STANDARD","Pottstown","PA","Montgomery County",40.25,-75.64,43163
"19465","STANDARD","Pottstown","PA","Chester County",40.25,-75.64,15350
"19468","STANDARD","Royersford","PA","Montgomery County",40.18,-75.53,24400
"19473","STANDARD","Schwenksville","PA","Montgomery County",40.25,-75.46,14233
"19475","STANDARD","Spring City","PA","Chester County",40.17,-75.54,10231
"19477","STANDARD","Spring House","PA","Montgomery County",40.18,-75.22,360
"19492","STANDARD","Zieglerville","PA","Montgomery County",40.28,-75.48,674
"19503","STANDARD","Bally","PA","Berks County",40.4,-75.58,1250
"19504","STANDARD","Barto","PA","Berks County",40.38,-75.57,5059
"19505","STANDARD","Bechtelsville","PA","Berks County",40.37,-75.63,3258
"19506","STANDARD","Bernville","PA","Berks County",40.43,-76.11,7298
"19507","STANDARD","Bethel","PA","Berks County",40.47,-76.29,3251
"19508","STANDARD","Birdsboro","PA","Berks County",40.26,-75.81,15741
"19510","STANDARD","Blandon","PA","Berks County",40.44,-75.87,7385
"19512","STANDARD","Boyertown","PA","Berks County",40.33,-75.63,16618
"19518","STANDARD","Douglassville","PA","Berks County",40.26,-75.74,14492
"19520","STANDARD","Elverson","PA","Chester County",40.15,-75.83,5737
"19522","STANDARD","Fleetwood","PA","Berks County",40.45,-75.82,14800
"19525","STANDARD","Gilbertsville","PA","Montgomery County",40.32,-75.6,13111
"19526","STANDARD","Hamburg","PA","Berks County",40.55,-75.98,10846
"19529","STANDARD","Kempton","PA","Berks County",40.63,-75.87,3048
"19530","STANDARD","Kutztown","PA","Berks County",40.52,-75.77,10095
"19533","STANDARD","Leesport","PA","Berks County",40.44,-75.96,6134
"19534","STANDARD","Lenhartsville","PA","Berks County",40.57,-75.89,2043
"19539","STANDARD","Mertztown","PA","Berks County",40.49,-75.68,4625
"19540","STANDARD","Mohnton","PA","Berks County",40.28,-75.98,12512
"19541","STANDARD","Mohrsville","PA","Berks County",40.47,-76.02,4470
"19543","STANDARD","Morgantown","PA","Berks County",40.15,-75.9,5604
"19547","STANDARD","Oley","PA","Berks County",40.37,-75.76,4556
"19551","STANDARD","Robesonia","PA","Berks County",40.34,-76.14,5119
"19555","STANDARD","Shoemakersville","PA","Berks County",40.49,-75.96,3526
"19560","STANDARD","Temple","PA","Berks County",40.4,-75.92,7035
"19562","STANDARD","Topton","PA","Berks County",40.5,-75.7,2245
"19565","STANDARD","Wernersville","PA","Berks County",40.33,-76.08,8291
"19567","STANDARD","Womelsdorf","PA","Berks County",40.36,-76.18,5114
"19601","STANDARD","Reading","PA","Berks County",40.33,-75.92,26048
"19602","STANDARD","Reading","PA","Berks County",40.33,-75.92,13442
"19604","STANDARD","Reading","PA","Berks County",40.33,-75.92,21460
"19605","STANDARD","Reading","PA","Berks County",40.33,-75.92,18727
"19606","STANDARD","Reading","PA","Berks County",40.33,-75.92,33328
"19607","STANDARD","Reading","PA","Berks County",40.33,-75.92,20429
"19608","STANDARD","Reading","PA","Berks County",40.33,-75.92,22819
"19609","STANDARD","Reading","PA","Berks County",40.33,-75.92,10003
"19610","STANDARD","Reading","PA","Berks County",40.33,-75.92,15089
"19611","STANDARD","Reading","PA","Berks County",40.33,-75.92,8251
"19701","STANDARD","Bear","DE","New Castle County",39.58,-75.68,38188
"19702","STANDARD","Newark","DE","New Castle County",39.67,-75.75,46531
"19703","STANDARD","Claymont","DE","New Castle County",39.8,-75.45,13324
"19707","STANDARD","Hockessin","DE","New Castle County",39.78,-75.68,18054
"19709","STANDARD","Middletown","DE","New Castle County",39.45,-75.71,31627
"19711","STANDARD","Newark","DE","New Castle County",39.67,-75.75,43039
"19712","UNIQUE","Newark","DE","New Castle County",39.67,-75.75,21
"19713","STANDARD","Newark","DE","New Castle County",39.67,-75.75,28389
"19716","STANDARD","Newark","DE","New Castle County",39.67,-75.75,46
"19717","STANDARD","Newark","DE","New Castle County",39.67,-75.75,30
"19720","STANDARD","New Castle","DE","New Castle County",39.66,-75.57,53798
"19721","UNIQUE","New Castle","DE","New Castle County",39.66,-75.57,88
"19734","STANDARD","Townsend","DE","New Castle County",39.39,-75.69,8321
"19735","STANDARD","Winterthur","DE","New Castle County",39.79,-75.61,17
"19736","STANDARD","Yorklyn","DE","New Castle County",39.78,-75.65,336
"19801","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,10575
"19802","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,20499
"19803","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,21874
"19804","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,16953
"19805","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,35412
"19806","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,7329
"19807","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,8298
"19808","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,37361
"19809","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,13614
"19810","STANDARD","Wilmington","DE","New Castle County",39.73,-75.53,25318
"19890","UNIQUE","Wilmington","DE","New Castle County",39.73,-75.53,270
"19898","UNIQUE","Wilmington","DE","New Castle County",39.73,-75.53,633
"19901","STANDARD","Dover","DE","Kent County",39.15,-75.51,27183
"19902","STANDARD","Dover Afb","DE","Kent County",39.11,-75.46,572
"19904","STANDARD","Dover","DE","Kent County",39.15,-75.51,28629
"19930","STANDARD","Bethany Beach","DE","Sussex County",38.53,-75.06,2376
"19931","STANDARD","Bethel","DE","Sussex County",38.57,-75.61,317
"19933","STANDARD","Bridgeville","DE","Sussex County",38.74,-75.6,7204
"19934","STANDARD","Camden Wyoming","DE","Kent County",39.08,-75.62,11815
"19938","STANDARD","Clayton","DE","Kent County",39.29,-75.63,6851
"19939","STANDARD","Dagsboro","DE","Sussex County",38.54,-75.24,5390
"19940","STANDARD","Delmar","DE","Sussex County",38.46,-75.57,4930
"19941","STANDARD","Ellendale","DE","Sussex County",38.8,-75.42,2221
"19943","STANDARD","Felton","DE","Kent County",39,-75.57,10715
"19944","STANDARD","Fenwick Island","DE","Sussex County",38.46,-75.05,433
"19945","STANDARD","Frankford","DE","Sussex County",38.52,-75.23,5575
"19946","STANDARD","Frederica","DE","Kent County",39,-75.46,3699
"19947","STANDARD","Georgetown","DE","Sussex County",38.69,-75.38,13082
"19950","STANDARD","Greenwood","DE","Sussex County",38.8,-75.59,5979
"19951","STANDARD","Harbeson","DE","Sussex County",38.67,-75.23,1243
"19952","STANDARD","Harrington","DE","Kent County",38.92,-75.57,9005
"19953","STANDARD","Hartly","DE","Kent County",39.16,-75.71,4325
"19954","STANDARD","Houston","DE","Kent County",38.91,-75.5,1517
"19956","STANDARD","Laurel","DE","Sussex County",38.55,-75.57,13548
"19958","STANDARD","Lewes","DE","Sussex County",38.76,-75.17,15685
"19960","STANDARD","Lincoln","DE","Sussex County",38.86,-75.36,5301
"19962","STANDARD","Magnolia","DE","Kent County",39.06,-75.47,8451
"19963","STANDARD","Milford","DE","Sussex County",38.91,-75.43,16343
"19964","STANDARD","Marydel","DE","Kent County",39.09,-75.72,1276
"19966","STANDARD","Millsboro","DE","Sussex County",38.58,-75.29,18434
"19967","STANDARD","Millville","DE","Sussex County",38.54,-75.11,256
"19968","STANDARD","Milton","DE","Sussex County",38.77,-75.31,8213
"19970","STANDARD","Ocean View","DE","Sussex County",38.54,-75.09,5109
"19971","STANDARD","Rehoboth Beach","DE","Sussex County",38.7,-75.09,10228
"19973","STANDARD","Seaford","DE","Sussex County",38.64,-75.61,21434
"19975","STANDARD","Selbyville","DE","Sussex County",38.45,-75.22,6434
"19977","STANDARD","Smyrna","DE","Kent County",39.29,-75.6,15933
"19979","STANDARD","Viola","DE","Kent County",39.04,-75.57,757
"20001","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,23425
"20002","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,39007
"20003","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,16146
"20004","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,1082
"20005","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,7855
"20006","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,825
"20007","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,18331
"20008","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,22508
"20009","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,34489
"20010","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,21635
"20011","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,49197
"20012","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,11416
"20015","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,14797
"20016","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,24172
"20017","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,13243
"20018","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,13283
"20019","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,43603
"20020","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,40233
"20024","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,8529
"20026","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,308
"20032","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,28102
"20036","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,4876
"20037","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,5049
"20045","STANDARD","Washington","DC","District of Columbia",38.89,-77.03,32
"20052","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,124
"20057","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,799
"20059","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,99
"20064","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,33
"20071","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,28
"20101","UNIQUE","Dulles","VA","Loudoun County",38.92,-77.35,87
"20105","STANDARD","Aldie","VA","Loudoun County",38.97,-77.64,6739
"20106","STANDARD","Amissville","VA","Rappahannock County",38.67,-77.99,4558
"20107","STANDARD","Arcola","VA","Loudoun County",38.96,-77.52,31
"20109","STANDARD","Manassas","VA","Prince William County",38.74,-77.48,30155
"20110","STANDARD","Manassas","VA","Manassas City",38.74,-77.48,39600
"20111","STANDARD","Manassas","VA","Manassas Park City",38.74,-77.48,28198
"20112","STANDARD","Manassas","VA","Prince William County",38.74,-77.48,25554
"20115","STANDARD","Marshall","VA","Fauquier County",38.87,-77.85,4738
"20117","STANDARD","Middleburg","VA","Loudoun County",38.97,-77.73,1246
"20119","STANDARD","Catlett","VA","Fauquier County",38.61,-77.64,3557
"20120","STANDARD","Centreville","VA","Fairfax County",38.84,-77.44,39535
"20121","STANDARD","Centreville","VA","Fairfax County",38.84,-77.44,24057
"20124","STANDARD","Clifton","VA","Fairfax County",38.77,-77.38,15932
"20129","STANDARD","Paeonian Springs","VA","Loudoun County",39.16,-77.61,623
"20130","STANDARD","Paris","VA","Clarke County",39,-77.95,252
"20132","STANDARD","Purcellville","VA","Loudoun County",39.13,-77.71,13015
"20135","STANDARD","Bluemont","VA","Clarke County",39.11,-77.83,2504
"20136","STANDARD","Bristow","VA","Prince William County",38.73,-77.55,23065
"20137","STANDARD","Broad Run","VA","Fauquier County",38.81,-77.72,1880
"20141","STANDARD","Round Hill","VA","Loudoun County",39.13,-77.77,5096
"20143","STANDARD","Catharpin","VA","Prince William County",38.84,-77.56,1081
"20144","STANDARD","Delaplane","VA","Fauquier County",38.92,-77.92,826
"20147","STANDARD","Ashburn","VA","Loudoun County",39.04,-77.48,48160
"20148","STANDARD","Ashburn","VA","Loudoun County",39.04,-77.48,18896
"20151","STANDARD","Chantilly","VA","Fairfax County",38.87,-77.4,20820
"20152","STANDARD","Chantilly","VA","Loudoun County",38.87,-77.4,19803
"20155","STANDARD","Gainesville","VA","Prince William County",38.79,-77.61,23369
"20158","STANDARD","Hamilton","VA","Loudoun County",39.13,-77.66,3477
"20164","STANDARD","Sterling","VA","Loudoun County",39,-77.4,34373
"20165","STANDARD","Sterling","VA","Loudoun County",39,-77.4,31577
"20166","STANDARD","Sterling","VA","Loudoun County",39,-77.4,7167
"20169","STANDARD","Haymarket","VA","Prince William County",38.81,-77.63,16572
"20170","STANDARD","Herndon","VA","Fairfax County",38.96,-77.38,38166
"20171","STANDARD","Herndon","VA","Fairfax County",38.96,-77.38,43803
"20175","STANDARD","Leesburg","VA","Loudoun County",39.1,-77.55,22560
"20176","STANDARD","Leesburg","VA","Loudoun County",39.1,-77.55,39314
"20180","STANDARD","Lovettsville","VA","Loudoun County",39.27,-77.63,5982
"20181","STANDARD","Nokesville","VA","Prince William County",38.69,-77.58,7772
"20184","STANDARD","Upperville","VA","Fauquier County",38.99,-77.88,358
"20186","STANDARD","Warrenton","VA","Fauquier County",38.71,-77.79,12620
"20187","STANDARD","Warrenton","VA","Fauquier County",38.71,-77.79,14603
"20189","STANDARD","Dulles","VA","Loudoun County",38.9,-77.04,9117
"20190","STANDARD","Reston","VA","Fairfax County",38.95,-77.34,13420
"20191","STANDARD","Reston","VA","Fairfax County",38.95,-77.34,26697
"20194","STANDARD","Reston","VA","Fairfax County",38.95,-77.34,12482
"20197","STANDARD","Waterford","VA","Loudoun County",39.18,-77.61,1875
"20198","STANDARD","The Plains","VA","Fauquier County",38.86,-77.77,1706
"20307","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,76
"20317","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,11
"20319","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,20
"20373","UNIQUE","Naval Anacost Annex","DC","District of Columbia",38.89,-77.03,140
"20374","STANDARD","Washington Navy Yard","DC","District of Columbia",38.89,-77.03,29
"20390","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,329
"20431","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,97
"20433","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,194
"20521","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,384
"20577","UNIQUE","Washington","DC","District of Columbia",38.89,-77.03,24
"20601","STANDARD","Waldorf","MD","Charles County",38.64,-76.9,23577
"20602","STANDARD","Waldorf","MD","Charles County",38.64,-76.9,20836
